date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:56	2363/2363	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2013:00:56%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fwordpress-development%2F&format=xml	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embedb9e5	(from http://localhost/gst/wordpress-development/)
13:00:57	251/251	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2007%20Mar%202019%2013:00:56%20GMT	http://localhost/wordpress/wp-content/uploads/2017/10/site1_wordpress-300x236.jpg	C:/My%20Web%20Sites/GreatStarTech/localhost/wordpress/wp-content/uploads/2017/10/site1_wordpress-300x236.jpg	(from http://localhost/gst/wordpress-development/)
13:00:58	2353/2353	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2013:00:57%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fmobile-application-app-development%2F	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed94d4.json	(from http://localhost/gst/mobile-application-app-development/)
13:00:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2013:00:57%20GMT	http://localhost/gst/?p=144	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/index421d.html	(from http://localhost/gst/mobile-application-app-development/)
13:00:58	2448/2448	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2013:00:58%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fmobile-application-app-development%2F&format=xml	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embede1d1	(from http://localhost/gst/mobile-application-app-development/)
13:00:59	2218/2218	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2013:00:58%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fwho-we-are%2F	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed81c8.json	(from http://localhost/gst/who-we-are/)
13:00:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2013:00:59%20GMT	http://localhost/gst/?p=58	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/indexe9b4.html	(from http://localhost/gst/who-we-are/)
13:01:00	748/748	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/who-we-are/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/who-we-are/feed/index.html	(from http://localhost/gst/who-we-are/)
13:01:00	2311/2311	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2013:00:59%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fwho-we-are%2F&format=xml	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed1403	(from http://localhost/gst/who-we-are/)
13:01:01	3236/3236	---M--	200	added ('OK')	application/rss+xml	etag:%22e20e6c87cff5100e92ed0c8e1aa00f65%22	http://localhost/gst/category/home_cat/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/category/home_cat/feed/index.html	(from http://localhost/gst/category/home_cat/)
13:01:01	2227/2227	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2013:01:00%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fhello-world-2%2F	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed03b2.json	(from http://localhost/gst/hello-world-2/)
13:01:02	9675/9675	---MC-	200	added ('OK')	application/rss+xml	etag:%22e20e6c87cff5100e92ed0c8e1aa00f65%22	http://localhost/gst/author/admin/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/author/admin/feed/index.html	(from http://localhost/gst/author/admin/)
13:01:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2013:01:01%20GMT	http://localhost/gst/?p=53	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/index5fb3.html	(from http://localhost/gst/hello-world-2/)
13:01:02	1688/1688	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/hello-world-2/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/hello-world-2/feed/index.html	(from http://localhost/gst/hello-world-2/)
13:01:03	2320/2320	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2013:01:02%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fhello-world-2%2F&format=xml	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed02f3	(from http://localhost/gst/hello-world-2/)
13:01:03	1839/1839	---M--	200	added ('OK')	application/rss+xml	etag:%22e20e6c87cff5100e92ed0c8e1aa00f65%22	http://localhost/gst/category/paragraph2/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/category/paragraph2/feed/index.html	(from http://localhost/gst/category/paragraph2/)
13:01:03	2230/2230	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2013:01:02%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fcss3-tutorial%2F	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embedb782.json	(from http://localhost/gst/css3-tutorial/)
13:01:03	756/756	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/css3-tutorial/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/css3-tutorial/feed/index.html	(from http://localhost/gst/css3-tutorial/)
13:01:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2013:01:03%20GMT	http://localhost/gst/?p=65	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/index7665.html	(from http://localhost/gst/css3-tutorial/)
13:01:04	2323/2323	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2013:01:03%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fcss3-tutorial%2F&format=xml	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed794c	(from http://localhost/gst/css3-tutorial/)
13:01:05	2190/2190	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2013:01:04%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Ftest3%2F	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed4dfe.json	(from http://localhost/gst/test3/)
13:01:05	732/732	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/test3/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/test3/feed/index.html	(from http://localhost/gst/test3/)
13:01:05	6380/6380	---M--	200	added ('OK')	application/rss+xml	etag:%22e20e6c87cff5100e92ed0c8e1aa00f65%22	http://localhost/gst/category/uncategorised/feed/	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/category/uncategorised/feed/index.html	(from http://localhost/gst/category/uncategorised/)
13:01:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2013:01:05%20GMT	http://localhost/gst/?p=77	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/indexb135.html	(from http://localhost/gst/test3/)
13:01:06	2283/2283	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2013:01:06%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Ftest3%2F&format=xml	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-json/oembed/1.0/embed13eb	(from http://localhost/gst/test3/)
13:01:06	251/251	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2007%20Mar%202019%2013:01:06%20GMT	http://localhost/wordpress/wp-content/uploads/2017/10/site1_wordpress-300x236.jpg	C:/My%20Web%20Sites/GreatStarTech/localhost/wordpress/wp-content/uploads/2017/10/site1_wordpress-300x236.html	(from http://localhost/gst/wordpress-development/)
13:01:08	203556/203556	---M--	200	added ('OK')	image/png	etag:%2231b24-58375b889bc80%22	http://localhost/gst/wp-content/uploads/2019/03/app1.png	C:/My%20Web%20Sites/GreatStarTech/localhost/gst/wp-content/uploads/2019/03/app1.png	(from http://localhost/gst/mobile-application-app-development/)
13:01:08	251/251	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2007%20Mar%202019%2013:01:08%20GMT	http://localhost/wordpress/wp-content/uploads/2017/10/site1_wordpress-300x236.jpg	C:/My%20Web%20Sites/GreatStarTech/localhost/wordpress/wp-content/uploads/2017/10/site1_wordpress-300x236.html	(from http://localhost/gst/wordpress-development/)
